eadid,bib_number,collection_title,match_count,match_type,match_phrase,snippet
petersoncookbooks,002525270,Nicole Di Bona Peterson Collection of Advertising Cookbooks,10,note_match,plantation,"Racial content: Illustration of tapioca production on South Seas plantation.', 'Category: Gelatin and Puddings'"
petersoncookbooks,002525270,Nicole Di Bona Peterson Collection of Advertising Cookbooks,10,note_match,plantation,Antebellum scene on cover. Racial content: Nostalgia for plantation life: 'Mammy' the 'Old South Cook.
petersoncookbooks,002525270,Nicole Di Bona Peterson Collection of Advertising Cookbooks,10,note_match,plantation,": Dixie Crystals sugar', 'Note: Antebellum plantation scenes', 'Category: Syrups and Sweeteners'"
petersoncookbooks,002525270,Nicole Di Bona Peterson Collection of Advertising Cookbooks,10,note_match,Plantation,"Category: Syrups and Sweeteners', 'Company: Plantation', 'Product: Plantation Blackstrap Molasses',"
petersoncookbooks,002525270,Nicole Di Bona Peterson Collection of Advertising Cookbooks,10,note_match,Plantation,", 'Company: Plantation', 'Product: Plantation Blackstrap Molasses', 'Note: Nutrition information'"
petersoncookbooks,002525270,Nicole Di Bona Peterson Collection of Advertising Cookbooks,10,note_match,plantation,"of Gulf of Mexico, photographs of Mexican island, plantation, and factory', 'Category: Condiments'"
petersoncookbooks,002525270,Nicole Di Bona Peterson Collection of Advertising Cookbooks,10,note_match,Planter,"Company: Standard Brands Incorporated', ""Product: Planter's Peanut Oil, etc."", 'Note"
petersoncookbooks,002525270,Nicole Di Bona Peterson Collection of Advertising Cookbooks,10,note_match,Planter,": Fleischmann's Dry Yeast, Fleischmann's Margarine, Planter's Peanut Oil, etc."", 'Note:"
petersoncookbooks,002525270,Nicole Di Bona Peterson Collection of Advertising Cookbooks,10,note_match,Planter,": Fleischmann's Dry Yeast, Fleischmann's Margarine, Planter's Peanut Oil, etc."", ""Note:"
petersoncookbooks,002525270,Nicole Di Bona Peterson Collection of Advertising Cookbooks,2,title_match,Plantation,"So you're canning…, circa 1950s Story about Plantation Blackstrap Molasses, circa 1950s 10 Lucky Numbers to Help"
petersoncookbooks,002525270,Nicole Di Bona Peterson Collection of Advertising Cookbooks,2,title_match,Planter,"from Famous Restaurants,        1963 5 Great Cuisines with Planter's Peanut Oil, 1967 Chocolate and Coconut Treats,"
picturefile,003309370,Picture File,1,note_match,Negro,"original (and no longer used) labels like ""Negro"" and ""Indian.""', 'Individual"
picturefile,003309370,Picture File,7,title_match,Slaves,". Charleston Harbor, S.C., 1860s Freedom to the Slaves, 1800s General Philip Kearney, circa 1863 General Sherman"
picturefile,003309370,Picture File,7,title_match,Negro,"Americans picking cotton, 1892 African Americans: ""Typical Negro Home,"" early 20th c.? African Americans:"
picturefile,003309370,Picture File,7,title_match,Negro,"Excell, Edwin Othello, 1887 Extract from the Reconstruction Negro Cakewalkers, undated Faries, Thomas A., 1886 and"
picturefile,003309370,Picture File,7,title_match,Negro,"the French, undated Negley, James Scott, 1800s Negro Collection, 1927 Negro Drawing: Reconstruction North Carolina,"
picturefile,003309370,Picture File,7,title_match,Negro,"Negley, James Scott, 1800s Negro Collection, 1927 Negro Drawing: Reconstruction North Carolina, 1800s Nelson, Horatio"
picturefile,003309370,Picture File,7,title_match,Plantation,", undated Linn's Lookout Mountain Views, undated Cotton Plantation in Arkansas, undated [Views of Barbados],"
picturefile,003309370,Picture File,7,title_match,Plantation,"Entrance to Fort Marion, undated Cotton is King, Plantation Scene, Georgia, U.S.A., circa 1895 Toccoa Falls"
pierceovidwilliams,001826861,Ovid Williams Pierce papers,1,note_match,Plantation,""" ""The Devil\'s Half,"" ""The Plantation,"" and ""The Wedding Guest."" The"
pierceovidwilliams,001826861,Ovid Williams Pierce papers,1,title_match,Plantation,"draft, publisher's copy Miscellany, reprint The Plantation Manuscripts Notebook The Devil's Half Notes"
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,abolition,"American minister, lecturer, newspaper editor, and advocate for abolition and women's rights. He was born in Hamilton"
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,Abolitionist,By the time Pillsbury left Andover he was a devout Abolitionist. He briefly held a parish position at the Congregational
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,slavery,"1840 because of his use of the pulpit to denounce slavery. Though he held no regular pastorate, he continued"
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,abolitionist,". On January 1, 1840, he married fellow abolitionist Sarah H. Sargent of Concord, New Hampshire."""
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,abolitionist,", New Hampshire."", 'Pillsbury was an abolitionist of the Garrisonian type, and from 1840 until the"
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,slaves,"type, and from 1840 until the emancipation of the slaves was lecture agent for the New Hampshire, Massachusetts,"
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,anti-slavery,"agent for the New Hampshire, Massachusetts, and American anti-slavery societies. An admirer of John Brown, he spoke"
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,slavery,"the New Hampshire, Massachusetts, and American anti-slavery societies. An admirer of John Brown, he spoke"
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,Anti-Slavery,"Hampshire, and from January to May 1866 the National Anti-Slavery Standard, in New York City. After the Civil"
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,Slavery,"and from January to May 1866 the National Anti-Slavery Standard, in New York City. After the Civil"
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,Anti-Slavery,"to these newspapers, he wrote the Acts of the Anti-Slavery Apostles (1883), a history of the abolition"
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,Slavery,"newspapers, he wrote the Acts of the Anti-Slavery Apostles (1883), a history of the abolition"
pillsburyparker,005955424,Parker Pillsbury diaries,13,note_match,abolition,"Slavery Apostles (1883), a history of the abolition movement in New England.""]"
plainsplantationcontract,008177758,Contract with freedmen on Plains Plantation,7,note_match,Freedmen,"& Manuscript Library.', 'The Contract with Freedmen on Plains Plantation was received by the David M. Rubenstein"
plainsplantationcontract,008177758,Contract with freedmen on Plains Plantation,7,note_match,Plantation,".', 'The Contract with Freedmen on Plains Plantation was received by the David M. Rubenstein Rare Book &"
plainsplantationcontract,008177758,Contract with freedmen on Plains Plantation,7,note_match,Freedmen,"a purchase in 2018.', 'Contract with Freedmen on Plains Plantation, David M. Rubenstein Rare Book &"
plainsplantationcontract,008177758,Contract with freedmen on Plains Plantation,7,note_match,Plantation,"2018.', 'Contract with Freedmen on Plains Plantation, David M. Rubenstein Rare Book & Manuscript Library,"
plainsplantationcontract,008177758,Contract with freedmen on Plains Plantation,7,note_match,slaves,"June 8, made with 28 male and female former slaves for the growing of cotton on the ""Plains"""
plainsplantationcontract,008177758,Contract with freedmen on Plains Plantation,7,note_match,plantation,"for the growing of cotton on the ""Plains"" plantation in Fayette, Jefferson County, Mississippi. The laborers committed"
plainsplantationcontract,008177758,Contract with freedmen on Plains Plantation,7,note_match,plantation,from 17 to 68. Fifteen children living on the plantation are listed as dependents on the back of the contract
plainsplantationcontract,008177758,Contract with freedmen on Plains Plantation,2,title_match,freedmen,Contract with freedmen on Plains Plantation Contract
plainsplantationcontract,008177758,Contract with freedmen on Plains Plantation,2,title_match,Plantation,freedmen on Plains Plantation Contract
poindext,002356530,Robert C. Poindexter papers,1,note_match,slaves,"for East Bend District for the listing of lands and slaves. Thus, this list is an informal tax list"
politicalephemera,003907626,United States political ephemera collection,1,note_match,Negro,"map, The North Carolina Independent newspaper,; Durham Committee on Negro Affairs election poster', 'North Carolina newsletter'"
pollayacme,003901621,Richard Pollay Acme Advertising collection,4,note_match,planter,"good condition.', 'One wooden hand corn planter with two grip handles, a metal seed container nailed"
pollayacme,003901621,Richard Pollay Acme Advertising collection,4,note_match,planter,"grip handles, a metal seed container nailed onto the planter and a metal digger at the end. One side"
pollayacme,003901621,Richard Pollay Acme Advertising collection,4,note_match,planter,"metal digger at the end. One side of the planter reads: Acme hand corn planter, patented September 11"
pollayacme,003901621,Richard Pollay Acme Advertising collection,4,note_match,planter,"One side of the planter reads: Acme hand corn planter, patented September 11, 1900. and displays the"
pollayacme,003901621,Richard Pollay Acme Advertising collection,1,title_match,planter,"-094. Potato Implement Company. Acme hand corn planter,        1900 100-28-097. Acme"
pollaytip,008298667,Richard Pollay. Tobacco industry promotion (TIPS) collection,1,title_match,Negro,"Plaintiff exhibits--142: Smoking habits among three ethnic groups (Negro,         Puerto Rican, Mexican) Plaintiff exhibits--148:"
poorwhitetrashms,004624321,Poor white trash [manuscript],1,note_match,slavery,"in the southern Alleghenies. He outlined the impact of slavery, the Civil War, and the Reconstruction period on"
popecarterfamily,000873665,Pope-Carter Family papers,4,note_match,Negro,"peace, characteristics of soldiers, the role of the Negro soldier in the war, and the people and countryside"
popecarterfamily,000873665,Pope-Carter Family papers,4,note_match,slavery,"and other crops, public land policy, and attitudes on slavery and religion. Correspondence, 1836-1855, among members"
popecarterfamily,000873665,Pope-Carter Family papers,4,note_match,slaves,"court decisions, and court authorizations for the sale of slaves.', ""Financial papers, 1791-1868"
popecarterfamily,000873665,Pope-Carter Family papers,4,note_match,slaves,"Rodes, and a few items concerning the genealogy of slaves owned by the Carter family. Clippings, 1934-"
popecarterfamily,000873665,Pope-Carter Family papers,1,title_match,Slaves,", 1791-1868 and undated. Genealogy Genealogy of Slaves Sheet Music, 1846-1935 and undated. Clippings"
powellrichard,005199389,Richard Powell papers,4,title_match,Slavery,"Culture Second Line, New Orleans Slave Preferences in U.S. Slavery Smithsonian Institute: African American Museum Stereotype Imagery Studio Museum"
powellrichard,005199389,Richard Powell papers,4,title_match,Antislavery,"Aesthetic: Black Culture and Modernism"" ""Cinque: Antislavery Portraiture & Patronage in Jacksonian        America"" ""Anasi"
powellrichard,005199389,Richard Powell papers,4,title_match,Negro,", Howard University"" ""Elizabeth Catlett and 'the Negro Woman': 1946-47"" ""Richard Wright"
powellrichard,005199389,Richard Powell papers,4,title_match,Negro,"-46"" ""Enter and Exit the 'New Negro'"" Photographs, 1975-2011 Professional Powell Portraits"
prattminniebruce,003810363,Minnie Bruce Pratt papers,1,title_match,Slaves,"The Black Woman's Role in the Community of         Slaves Bloom, vol.1, no.1, 2004 Winter Bombay Gin"
preissjoan,004274933,Joan Preiss papers,2,note_match,anti-slavery,"North Carolina farms; the attempts to establish a North Carolina anti-slavery law; child labor, particularly of migrant children;"
preissjoan,004274933,Joan Preiss papers,2,note_match,slavery,"farms; the attempts to establish a North Carolina anti-slavery law; child labor, particularly of migrant children;"
preissjoan,004274933,Joan Preiss papers,5,title_match,Slavery,", 2004 Simpson/Mazzoli Roybal, 1984-1988 Slavery case, 1991 Slavery trial information, 1993-1994"
preissjoan,004274933,Joan Preiss papers,5,title_match,Slavery,"Mazzoli Roybal, 1984-1988 Slavery case, 1991 Slavery trial information, 1993-1994 (4 folders)"
preissjoan,004274933,Joan Preiss papers,5,title_match,Slavery,", 1986 June 9 George Carr at Duke, New Slavery in an    Old South, 1978 April 2 Jim"
preissjoan,004274933,Joan Preiss papers,5,title_match,anti-slavery,", 1979 Remembering Cesar Chavez Programs farmworkers have made NC anti-slavery bill, 1983 (2 folders) Artwork of farmworkers"
preissjoan,004274933,Joan Preiss papers,5,title_match,slavery,"Remembering Cesar Chavez Programs farmworkers have made NC anti-slavery bill, 1983 (2 folders) Artwork of farmworkers"
